"REPORT_ID","Sex","AGE_GROUP","Thrown Out","Injury Extent","Seat Belt","YEAR"
"2020-23115-13/09/2024","Male","38","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23119-13/09/2024","Male","29","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23121-13/09/2024","Male","52","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23127-13/09/2024","Female","70","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23137-13/09/2024","Male","64","Unknown","Admitted to Hospital","Not Worn","2020"
"2020-23138-13/09/2024","Male","69","Unknown","Treated at Hospital","Not Worn","2020"
"2020-23146-13/09/2024","Male","35","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23152-13/09/2024","Female","29","Unknown","By Private","Not Worn","2020"
"2020-23161-13/09/2024","Male","23","Thrown Out","Fatal","Not Worn","2020"
"2020-23162-13/09/2024","Male","37","Thrown Out","Fatal","Fitted - Not Worn","2020"
"2020-23167-13/09/2024","Male","19","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23175-13/09/2024","Male","26","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23176-13/09/2024","Female","30","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23183-13/09/2024","Female","53","Unknown","Treated at Hospital","Not Worn","2020"
"2020-23184-13/09/2024","Male","25","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2020"
"2020-23184-13/09/2024","Male","22","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2020"
"2020-23191-13/09/2024","Male","23","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23193-13/09/2024","Male","48","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23203-13/09/2024","Male","23","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn","2020"
"2020-23205-13/09/2024","Male","53","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23208-13/09/2024","Male","49","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23232-13/09/2024","Male","XXX","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23233-13/09/2024","Female","27","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn","2020"
"2020-23239-13/09/2024","Male","14","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23244-13/09/2024","Male","16","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23246-13/09/2024","Male","51","Not Thrown Out","Treated at Hospital","Not Fitted","2020"
"2020-23248-13/09/2024","Male","90","Unknown","By Private","Not Worn","2020"
"2020-23249-13/09/2024","Male","17","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23251-13/09/2024","Male","24","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23256-13/09/2024","Male","61","Unknown","Treated at Hospital","Not Worn","2020"
"2020-23260-13/09/2024","Male","66","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23265-13/09/2024","Male","22","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23266-13/09/2024","Male","43","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23270-13/09/2024","Male","24","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23302-13/09/2024","Male","37","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23316-13/09/2024","Male","64","Thrown Out","By Private","Not Worn","2020"
"2020-23325-13/09/2024","Male","61","Thrown Out","By Private","Not Worn","2020"
"2020-23328-13/09/2024","Male","53","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23336-13/09/2024","Female","23","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23378-13/09/2024","Male","46","Not Thrown Out","Fatal","Fitted - Not Worn","2020"
"2020-23402-13/09/2024","Male","59","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23414-13/09/2024","Male","24","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23421-13/09/2024","Male","53","Thrown Out","Fatal","Not Worn","2020"
"2020-23422-13/09/2024","Male","28","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23426-13/09/2024","Male","XXX","Unknown","Treated at Hospital","Not Worn","2020"
"2020-23431-13/09/2024","Female","24","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2020"
"2020-23438-13/09/2024","Female","47","Unknown","Admitted to Hospital","Not Worn","2020"
"2020-23439-13/09/2024","Female","31","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23441-13/09/2024","Male","17","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23444-13/09/2024","Female","56","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23444-13/09/2024","Female","66","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23454-13/09/2024","Male","50","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23454-13/09/2024","Male","51","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23459-13/09/2024","Male","23","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23460-13/09/2024","Male","28","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23462-13/09/2024","Male","27","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2020"
"2020-23466-13/09/2024","Male","24","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23476-13/09/2024","Male","11","Unknown","Admitted to Hospital","Not Worn","2020"
"2020-23482-13/09/2024","Male","11","Unknown","Treated at Hospital","Not Worn","2020"
"2020-23485-13/09/2024","Male","09","Unknown","Treated at Hospital","Not Worn","2020"
"2020-23486-13/09/2024","Male","50","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23495-13/09/2024","Male","19","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2020"
"2020-23502-13/09/2024","Male","21","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23507-13/09/2024","Male","34","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23515-13/09/2024","Male","30","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23519-13/09/2024","Male","39","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23526-13/09/2024","Female","24","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23537-13/09/2024","Male","38","Unknown","Admitted to Hospital","Not Worn","2020"
"2020-23546-13/09/2024","Male","18","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23551-13/09/2024","Female","27","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23554-13/09/2024","Female","10","Unknown","Admitted to Hospital","Not Worn","2020"
"2020-23567-13/09/2024","Male","33","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23577-13/09/2024","Male","50","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23581-13/09/2024","Female","30","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23609-13/09/2024","Male","74","Unknown","Admitted to Hospital","Not Worn","2020"
"2020-23621-13/09/2024","Female","52","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23628-13/09/2024","Male","36","Unknown","Fatal","Not Worn","2020"
"2020-23630-13/09/2024","Female","22","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2020"
"2020-23630-13/09/2024","Male","22","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2020"
"2020-23671-13/09/2024","Male","60","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23672-13/09/2024","Male","07","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn","2020"
"2020-23694-13/09/2024","Male","37","Thrown Out","By Private","Not Worn","2020"
"2020-23730-13/09/2024","Male","15","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23733-13/09/2024","Male","14","Thrown Out","By Private","Not Worn","2020"
"2020-23745-13/09/2024","Male","62","Thrown Out","Treated at Hospital","Fitted - Not Worn","2020"
"2020-23747-13/09/2024","Female","43","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23755-13/09/2024","Male","36","Thrown Out","By Private","Not Worn","2020"
"2020-23756-13/09/2024","Male","63","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23763-13/09/2024","Female","56","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23775-13/09/2024","Male","23","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23785-13/09/2024","Female","23","Thrown Out","By Private","Not Worn","2020"
"2020-23788-13/09/2024","Male","37","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23803-13/09/2024","Female","59","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23804-13/09/2024","Male","40","Unknown","Admitted to Hospital","Not Worn","2020"
"2020-23809-13/09/2024","Male","16","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23822-13/09/2024","Male","42","Thrown Out","By Private","Not Worn","2020"
"2020-23827-13/09/2024","Male","59","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23829-13/09/2024","Female","66","Unknown","Admitted to Hospital","Not Worn","2020"
"2020-23830-13/09/2024","Male","31","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23841-13/09/2024","Female","28","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23866-13/09/2024","Male","16","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23869-13/09/2024","Male","74","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23872-13/09/2024","Female","17","Thrown Out","Fatal","Not Worn","2020"
"2020-23878-13/09/2024","Female","71","Unknown","Treated at Hospital","Not Worn","2020"
"2020-23889-13/09/2024","Male","30","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23900-13/09/2024","Male","65","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23928-13/09/2024","Male","49","Thrown Out","By Private","Not Worn","2020"
"2020-23942-13/09/2024","Male","35","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23951-13/09/2024","Male","18","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23953-13/09/2024","Male","32","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23979-13/09/2024","Male","59","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23981-13/09/2024","Male","47","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23985-13/09/2024","Male","60","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-23987-13/09/2024","Male","27","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-23991-13/09/2024","Female","28","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-24006-13/09/2024","Male","17","Thrown Out","By Private","Not Worn","2020"
"2020-24013-13/09/2024","Female","64","Not Thrown Out","By Private","Fitted - Not Worn","2020"
"2020-24014-13/09/2024","Male","11","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-24017-13/09/2024","Female","39","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2020"
"2020-24018-13/09/2024","Male","04","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-24019-13/09/2024","Male","26","Unknown","Admitted to Hospital","Not Worn","2020"
"2020-24019-13/09/2024","Female","25","Unknown","Admitted to Hospital","Not Worn","2020"
"2020-24023-13/09/2024","Male","27","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-24038-13/09/2024","Female","74","Unknown","Admitted to Hospital","Not Worn","2020"
"2020-24064-13/09/2024","Male","26","Unknown","By Private","Not Worn","2020"
"2020-24091-13/09/2024","Female","74","Unknown","Treated at Hospital","Not Worn","2020"
"2020-24103-13/09/2024","Male","49","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-24107-13/09/2024","Female","19","Not Thrown Out","By Private","Fitted - Not Worn","2020"
"2020-24122-13/09/2024","Male","18","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-24123-13/09/2024","Male","38","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-24126-13/09/2024","Male","22","Thrown Out","By Private","Not Worn","2020"
"2020-24130-13/09/2024","Male","21","Thrown Out","Fatal","Fitted - Not Worn","2020"
"2020-24132-13/09/2024","Female","26","Unknown","Treated at Hospital","Not Worn","2020"
"2020-24139-13/09/2024","Female","54","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-24143-13/09/2024","Female","19","Unknown","Treated at Hospital","Not Worn","2020"
"2020-24152-13/09/2024","Male","61","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-24164-13/09/2024","Male","33","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-24165-13/09/2024","Male","25","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-24190-13/09/2024","Male","46","Unknown","Treated at Hospital","Not Worn","2020"
"2020-24201-13/09/2024","Male","08","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-24204-13/09/2024","Male","63","Unknown","Treated at Hospital","Not Worn","2020"
"2020-24210-13/09/2024","Male","20","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2020"
"2020-24250-13/09/2024","Male","22","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-24257-13/09/2024","Male","55","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-24261-13/09/2024","Male","21","Unknown","Treated at Hospital","Not Worn","2020"
"2021-24268-13/09/2024","Male","89","Unknown","Fatal","Not Worn","2021"
"2020-24285-13/09/2024","Male","24","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-24286-13/09/2024","Male","41","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-24298-13/09/2024","Female","41","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-24304-13/09/2024","Female","61","Unknown","Admitted to Hospital","Not Worn","2020"
"2020-24320-13/09/2024","Male","35","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-24338-13/09/2024","Male","26","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-24341-13/09/2024","Male","46","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn","2020"
"2020-24380-13/09/2024","Male","29","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-24381-13/09/2024","Male","49","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-24385-13/09/2024","Male","63","Unknown","Treated at Hospital","Not Worn","2020"
"2020-24390-13/09/2024","Male","72","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-24393-13/09/2024","Male","64","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-24395-13/09/2024","Male","35","Thrown Out","Fatal","Not Worn","2020"
"2020-24397-13/09/2024","Female","38","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-24398-13/09/2024","Male","42","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-24406-13/09/2024","Male","75","Thrown Out","Fatal","Not Worn","2020"
"2020-24413-13/09/2024","Male","27","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-24421-13/09/2024","Male","22","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-24444-13/09/2024","Female","16","Not Thrown Out","Treated at Hospital","Not Fitted","2020"
"2020-24445-13/09/2024","Male","20","Thrown Out","Treated at Hospital","Not Worn","2020"
"2020-24448-13/09/2024","Female","44","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-24450-13/09/2024","Male","49","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-24472-13/09/2024","Male","22","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2020-24477-13/09/2024","Male","62","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2021-24487-13/09/2024","Male","60","Thrown Out","Fatal","Not Worn","2021"
"2021-24488-13/09/2024","Male","55","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-24496-13/09/2024","Male","65","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-24496-13/09/2024","Male","75","Thrown Out","By Private","Not Worn","2021"
"2021-24497-13/09/2024","Male","43","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-24500-13/09/2024","Male","63","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-24503-13/09/2024","Male","43","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-24524-13/09/2024","Male","69","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-24529-13/09/2024","Male","28","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-24532-13/09/2024","Female","21","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-24533-13/09/2024","Female","38","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-24542-13/09/2024","Male","04","Unknown","By Private","Not Worn","2021"
"2020-24545-13/09/2024","Male","65","Thrown Out","Admitted to Hospital","Not Worn","2020"
"2021-24557-13/09/2024","Male","23","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-24561-13/09/2024","Male","47","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-24572-13/09/2024","Male","58","Unknown","Admitted to Hospital","Not Worn","2021"
"2021-24573-13/09/2024","Female","39","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-24574-13/09/2024","Male","38","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-24597-13/09/2024","Female","38","Thrown Out","By Private","Not Worn","2021"
"2021-24600-13/09/2024","Female","61","Unknown","Treated at Hospital","Not Worn","2021"
"2021-24633-13/09/2024","Male","19","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-24639-13/09/2024","Female","84","Unknown","Admitted to Hospital","Not Worn","2021"
"2021-24644-13/09/2024","Male","56","Not Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-24666-13/09/2024","Male","30","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-24680-13/09/2024","Male","57","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-24687-13/09/2024","Male","59","Thrown Out","By Private","Not Worn","2021"
"2020-24690-13/09/2024","Male","36","Thrown Out","Treated at Hospital","Not Worn","2020"
"2021-24691-13/09/2024","Female","46","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-24692-13/09/2024","Female","60","Unknown","By Private","Not Worn","2021"
"2021-24693-13/09/2024","Male","26","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-24699-13/09/2024","Male","36","Thrown Out","Fatal","Not Worn","2021"
"2021-24705-13/09/2024","Male","35","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-24708-13/09/2024","Male","40","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-24711-13/09/2024","Male","36","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-24719-13/09/2024","Male","54","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-24720-13/09/2024","Male","46","Thrown Out","By Private","Not Worn","2021"
"2021-24722-13/09/2024","Male","32","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-24725-13/09/2024","Male","58","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-24730-13/09/2024","Male","35","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-24734-13/09/2024","Male","26","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-24762-13/09/2024","Male","62","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-24789-13/09/2024","Male","46","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-24808-13/09/2024","Male","37","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-24820-13/09/2024","Male","46","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-24830-13/09/2024","Male","36","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-24835-13/09/2024","Female","84","Unknown","Treated at Hospital","Not Worn","2021"
"2021-24863-13/09/2024","Male","31","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-24879-13/09/2024","Male","61","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-24898-13/09/2024","Male","20","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-24915-13/09/2024","Male","39","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-24918-13/09/2024","Male","54","Thrown Out","By Private","Not Worn","2021"
"2021-24934-13/09/2024","Male","62","Unknown","Treated at Hospital","Not Worn","2021"
"2021-24940-13/09/2024","Male","52","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-24956-13/09/2024","Male","35","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-24959-13/09/2024","Male","14","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2021"
"2021-24959-13/09/2024","Male","12","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2021"
"2021-24959-13/09/2024","Male","15","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2021"
"2021-24965-13/09/2024","Male","20","Thrown Out","Fatal","Not Worn","2021"
"2021-24965-13/09/2024","Male","21","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-24978-13/09/2024","Male","02","Unknown","Admitted to Hospital","Not Worn","2021"
"2021-24983-13/09/2024","Male","19","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-24984-13/09/2024","Male","65","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-24994-13/09/2024","Male","19","Not Thrown Out","Fatal","Fitted - Not Worn","2021"
"2021-25004-13/09/2024","Male","68","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-25011-13/09/2024","Male","77","Unknown","Treated at Hospital","Not Worn","2021"
"2021-25040-13/09/2024","Male","71","Thrown Out","By Private","Not Worn","2021"
"2021-25051-13/09/2024","Male","37","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25054-13/09/2024","Male","44","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-25055-13/09/2024","Male","21","Thrown Out","By Private","Not Worn","2021"
"2021-25056-13/09/2024","Male","42","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25072-13/09/2024","Female","34","Unknown","Treated at Hospital","Not Worn","2021"
"2021-25081-13/09/2024","Male","47","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2021"
"2021-25084-13/09/2024","Male","31","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25092-13/09/2024","Male","38","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25106-13/09/2024","Male","43","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25109-13/09/2024","Male","72","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25135-13/09/2024","Male","42","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25158-13/09/2024","Male","22","Thrown Out","Treated at Hospital","Not Worn","2021"
"2020-25160-13/09/2024","Male","19","Thrown Out","Treated at Hospital","Not Worn","2020"
"2021-25161-13/09/2024","Male","48","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-25165-13/09/2024","Male","40","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-25170-13/09/2024","Male","62","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-25179-13/09/2024","Male","57","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25183-13/09/2024","Male","28","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-25188-13/09/2024","Male","31","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-25195-13/09/2024","Male","53","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25200-13/09/2024","Male","37","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25223-13/09/2024","Male","21","Unknown","Admitted to Hospital","Not Worn","2021"
"2021-25236-13/09/2024","Male","55","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25243-13/09/2024","Male","37","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25247-13/09/2024","Male","32","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25255-13/09/2024","Male","17","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25284-13/09/2024","Male","26","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-25290-13/09/2024","Male","27","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25309-13/09/2024","Male","17","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-25316-13/09/2024","Female","32","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25325-13/09/2024","Male","44","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25329-13/09/2024","Male","20","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-25334-13/09/2024","Male","49","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25340-13/09/2024","Male","36","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn","2021"
"2021-25352-13/09/2024","Male","36","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25360-13/09/2024","Male","25","Thrown Out","Fatal","Not Worn","2021"
"2021-25362-13/09/2024","Male","34","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25369-13/09/2024","Male","14","Unknown","Admitted to Hospital","Not Worn","2021"
"2021-25371-13/09/2024","Female","22","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-25385-13/09/2024","Male","21","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25397-13/09/2024","Female","50","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25403-13/09/2024","Male","24","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25408-13/09/2024","Female","26","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25410-13/09/2024","Male","53","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25410-13/09/2024","Male","54","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-25415-13/09/2024","Male","65","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25420-13/09/2024","Male","25","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-25422-13/09/2024","Female","60","Thrown Out","By Private","Not Worn","2021"
"2021-25432-13/09/2024","Male","21","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-25443-13/09/2024","Female","30","Not Thrown Out","Treated at Hospital","Fitted - Not Worn","2021"
"2021-25452-13/09/2024","Male","39","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-25453-13/09/2024","Male","19","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-25463-13/09/2024","Female","47","Unknown","Admitted to Hospital","Not Worn","2021"
"2021-25470-13/09/2024","Male","58","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25482-13/09/2024","Male","28","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25491-13/09/2024","Male","60","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25494-13/09/2024","Male","51","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25517-13/09/2024","Male","30","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25531-13/09/2024","Male","49","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-25532-13/09/2024","Male","07","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25542-13/09/2024","Male","19","Thrown Out","By Private","Not Worn","2021"
"2021-25545-13/09/2024","Female","XXX","Unknown","Treated at Hospital","Not Worn","2021"
"2021-25555-13/09/2024","Male","33","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25562-13/09/2024","Male","51","Thrown Out","Admitted to Hospital","Not Worn","2021"
"2021-25563-13/09/2024","Female","20","Unknown","Treated at Hospital","Not Worn","2021"
"2021-25566-13/09/2024","Male","43","Thrown Out","By Private","Not Worn","2021"
"2021-25572-13/09/2024","Male","68","Thrown Out","Fatal","Not Worn","2021"
"2021-25574-13/09/2024","Male","13","Thrown Out","Treated at Hospital","Not Worn","2021"
"2021-25589-13/09/2024","Male","XXX","Unknown","Treated at Hospital","Not Worn","2021"
"2021-25593-13/09/2024","Female","18","Unknown","Treated at Hospital","Not Worn","2021"
"2021-25611-13/09/2024","Male","13","Unknown","Treated at Hospital","Not Worn","2021"
"2021-25611-13/09/2024","Male","13","Unknown","Treated at Hospital","Not Worn","2021"
"2021-25630-13/09/2024","Female","19","Unknown","Treated at Hospital","Not Worn","2021"
"2021-25630-13/09/2024","Female","20","Unknown","Treated at Hospital","Not Worn","2021"
